time,temperature
1864.0,3.16
1864.0833333333333,3.2641666666666667
1864.1666666666667,3.3683333333333336
1864.25,3.4725
1864.3333333333333,3.5766666666666667
1864.4166666666667,3.6808333333333336
1864.5,3.785
1864.5833333333333,3.889166666666667
1864.6666666666667,3.9933333333333336
1864.75,4.0975
1864.8333333333333,4.201666666666667
1864.9166666666667,4.305833333333334
1865.0,4.41
1865.0,4.422142857142857
1865.0833333333333,4.434285714285714
1865.1666666666667,4.446428571428571
1865.25,4.458571428571429
1865.3333333333333,4.470714285714286
1865.4166666666667,4.482857142857143
1865.5,4.495
1865.5833333333333,4.507142857142857
1865.6666666666667,4.519285714285714
1865.75,4.531428571428571
1865.8333333333333,4.543571428571429
1865.9166666666667,4.555714285714286
1866.0,4.567857142857143
1866.0,4.58
1866.0833333333333,4.54
1866.1666666666667,4.5
1866.25,4.46
1866.3333333333333,4.42
1866.4166666666667,4.38
1866.5,4.34
1866.5833333333333,4.3
1866.6666666666667,4.26
1866.75,4.22
1866.8333333333333,4.18
1866.9166666666667,4.14
1867.0,4.1
1867.0,4.06
1867.0833333333333,4.121666666666666
1867.1666666666667,4.183333333333333
1867.25,4.244999999999999
1867.3333333333333,4.306666666666667
1867.4166666666667,4.368333333333333
1867.5,4.43
1867.5833333333333,4.491666666666666
1867.6666666666667,4.553333333333333
1867.75,4.615
1867.8333333333333,4.676666666666667
1867.9166666666667,4.738333333333333
1868.0,4.8
1868.0,4.745
1868.0833333333333,4.6899999999999995
1868.1666666666667,4.635
1868.25,4.58
1868.3333333333333,4.525
1868.4166666666667,4.47
1868.5,4.415
1868.5833333333333,4.36
1868.6666666666667,4.305
1868.75,4.25
1868.8333333333333,4.195
1868.9166666666667,4.140000000000001
1869.0,4.085
1869.0,4.03
1869.0833333333333,3.974166666666667
1869.1666666666667,3.9183333333333334
1869.25,3.8625000000000003
1869.3333333333333,3.8066666666666666
1869.4166666666667,3.7508333333333335
1869.5,3.6950000000000003
1869.5833333333333,3.6391666666666667
1869.6666666666667,3.5833333333333335
1869.75,3.5275
1869.8333333333333,3.4716666666666667
1869.9166666666667,3.415833333333333
1870.0,3.36
1870.0,3.338461538461538
1870.0833333333333,3.316923076923077
1870.1666666666667,3.295384615384615
1870.25,3.273846153846154
1870.3333333333333,3.252307692307692
1870.4166666666667,3.230769230769231
1870.5,3.209230769230769
1870.5833333333333,3.187692307692308
1870.6666666666667,3.166153846153846
1870.75,3.144615384615385
1870.8333333333333,3.123076923076923
1870.9166666666667,3.1015384615384614
1871.0,3.08
1871.0,3.1935714285714285
1871.0833333333333,3.3071428571428574
1871.1666666666667,3.420714285714286
1871.25,3.5342857142857143
1871.3333333333333,3.647857142857143
1871.4166666666667,3.7614285714285716
1871.5,3.875
1871.5833333333333,3.9885714285714284
1871.6666666666667,4.102142857142857
1871.75,4.215714285714286
1871.8333333333333,4.329285714285714
1871.9166666666667,4.442857142857143
1872.0,4.5564285714285715
1872.0,4.67
1872.0833333333333,4.65
1872.1666666666667,4.63
1872.25,4.61
1872.3333333333333,4.59
1872.4166666666667,4.57
1872.5,4.55
1872.5833333333333,4.53
1872.6666666666667,4.51
1872.75,4.49
1872.8333333333333,4.47
1872.9166666666667,4.45
1873.0,4.43
1873.0,4.41
1873.0833333333333,4.358333333333333
1873.1666666666667,4.306666666666667
1873.25,4.255
1873.3333333333333,4.203333333333333
1873.4166666666667,4.151666666666666
1873.5,4.1
1873.5833333333333,4.048333333333334
1873.6666666666667,3.9966666666666666
1873.75,3.9450000000000003
1873.8333333333333,3.8933333333333335
1873.9166666666667,3.841666666666667
1874.0,3.79
1874.0,3.7942857142857145
1874.0833333333333,3.7985714285714285
1874.1666666666667,3.802857142857143
1874.25,3.8071428571428574
1874.3333333333333,3.8114285714285714
1874.4166666666667,3.815714285714286
1874.5,3.8200000000000003
1874.5833333333333,3.8242857142857143
1874.6666666666667,3.8285714285714287
1874.75,3.8328571428571427
1874.8333333333333,3.837142857142857
1874.9166666666667,3.8414285714285716
1875.0,3.8457142857142856
1875.0,3.85
1875.0833333333333,3.8792307692307695
1875.1666666666667,3.9084615384615384
1875.25,3.937692307692308
1875.3333333333333,3.966923076923077
1875.4166666666667,3.996153846153846
1875.5,4.025384615384616
1875.5833333333333,4.054615384615385
1875.6666666666667,4.083846153846154
1875.75,4.113076923076924
1875.8333333333333,4.142307692307693
1875.9166666666667,4.171538461538462
1876.0,4.2007692307692315
1876.0,4.23
1876.0833333333333,4.215833333333333
1876.1666666666667,4.201666666666667
1876.25,4.1875
1876.3333333333333,4.173333333333334
1876.4166666666667,4.159166666666667
1876.5,4.145
1876.5833333333333,4.130833333333333
1876.6666666666667,4.116666666666666
1876.75,4.1025
1876.8333333333333,4.088333333333333
1876.9166666666667,4.074166666666667
1877.0,4.06
1877.0,4.022142857142857
1877.0833333333333,3.984285714285714
1877.1666666666667,3.946428571428571
1877.25,3.9085714285714284
1877.3333333333333,3.8707142857142856
1877.4166666666667,3.8328571428571427
1877.5,3.795
1877.5833333333333,3.7571428571428567
1877.6666666666667,3.719285714285714
1877.75,3.681428571428571
1877.8333333333333,3.6435714285714282
1877.9166666666667,3.6057142857142854
1878.0,3.5678571428571426
1878.0,3.53
1878.0833333333333,3.473333333333333
1878.1666666666667,3.4166666666666665
1878.25,3.36
1878.3333333333333,3.3033333333333332
1878.4166666666667,3.2466666666666666
1878.5,3.19
1878.5833333333333,3.1333333333333333
1878.6666666666667,3.0766666666666667
1878.75,3.02
1878.8333333333333,2.9633333333333334
1878.9166666666667,2.9066666666666667
1879.0,2.85
1879.0,2.976923076923077
1879.0833333333333,3.103846153846154
1879.1666666666667,3.230769230769231
1879.25,3.3576923076923078
1879.3333333333333,3.4846153846153847
1879.4166666666667,3.6115384615384616
1879.5,3.7384615384615385
1879.5833333333333,3.8653846153846154
1879.6666666666667,3.9923076923076923
1879.75,4.11923076923077
1879.8333333333333,4.246153846153846
1879.9166666666667,4.373076923076923
1880.0,4.5
1880.0,4.46076923076923
1880.0833333333333,4.421538461538462
1880.1666666666667,4.382307692307692
1880.25,4.343076923076923
1880.3333333333333,4.303846153846154
1880.4166666666667,4.264615384615385
1880.5,4.225384615384615
1880.5833333333333,4.186153846153847
1880.6666666666667,4.146923076923077
1880.75,4.107692307692308
1880.8333333333333,4.068461538461539
1880.9166666666667,4.02923076923077
1881.0,3.99
1881.0,3.996153846153846
1881.0833333333333,4.002307692307692
1881.1666666666667,4.008461538461539
1881.25,4.014615384615385
1881.3333333333333,4.020769230769231
1881.4166666666667,4.026923076923077
1881.5,4.033076923076924
1881.5833333333333,4.03923076923077
1881.6666666666667,4.045384615384616
1881.75,4.0515384615384615
1881.8333333333333,4.057692307692308
1881.9166666666667,4.063846153846154
1882.0,4.07
1882.0,4.023076923076923
1882.0833333333333,3.9761538461538466
1882.1666666666667,3.9292307692307693
1882.25,3.8823076923076925
1882.3333333333333,3.8353846153846156
1882.4166666666667,3.7884615384615388
1882.5,3.7415384615384615
1882.5833333333333,3.6946153846153846
1882.6666666666667,3.647692307692308
1882.75,3.600769230769231
1882.8333333333333,3.5538461538461537
1882.9166666666667,3.506923076923077
1883.0,3.46
1883.0,3.516923076923077
1883.0833333333333,3.5738461538461537
