time,month,temperature
1977,aug,11.04
1977,sep,8.55
1977,oct,7.21
1977,nov,0.41
1977,dec,-1.05
1978,jan,-3.22
1978,feb,-3.26
1978,mar,0.43
1978,apr,1.99
1978,may,6.02
1978,jun,9.66
1978,jul,11.83
1978,aug,11.32
1978,sep,9.42
1978,oct,5.56
1978,nov,1.11
1978,dec,-1.03
1979,jan,-5.74
1979,feb,-1.81
1979,mar,0.37
1979,apr,1.19
1979,may,7.16
1979,jun,11.51
1979,jul,12.64
1979,aug,11.31
1979,sep,9.92
1979,oct,6.94
1979,nov,0.14
1979,dec,-0.45
1980,jan,-4.51
1980,feb,-0.76
1980,mar,0.0
1980,apr,0.69
1980,may,5.86
1980,jun,9.05
1980,jul,10.67
1980,aug,13.41
1980,sep,10.94
1980,oct,4.65
1980,nov,0.05
1980,dec,-3.9
1981,jan,-5.06
1981,feb,-4.44
1981,mar,2.61
1981,apr,5.02
1981,may,7.27
1981,jun,11.17
1981,jul,11.74
1981,aug,13.33
1981,sep,10.15
1981,oct,5.12
1981,nov,0.48
1981,dec,-3.61
1982,jan,-1.82
1982,feb,-2.39
1982,mar,-1.0
1982,apr,2.46
1982,may,8.01
1982,jun,11.92
1982,jul,14.84
1982,aug,12.39
1982,sep,11.87
1982,oct,5.34
1982,nov,2.3
1982,dec,-1.25
1983,jan,-0.63
1983,feb,-5.04
1983,mar,1.04
1983,apr,3.7
1983,may,5.7
1983,jun,11.83
1983,jul,17.35
1983,aug,13.34
1983,sep,10.75
1983,oct,6.31
1983,nov,1.38
1983,dec,-1.64
1984,jan,-3.32
1984,feb,-4.75
1984,mar,-2.3
1984,apr,2.17
1984,may,4.92
1984,jun,10.27
1984,jul,13.27
1984,aug,12.38
1984,sep,8.23
1984,oct,6.47
1984,nov,3.38
1984,dec,-1.32
1985,jan,-8.05
1985,feb,-2.76
1985,mar,-1.6
1985,apr,3.29
1985,may,7.46
1985,jun,9.45
1985,jul,14.7
1985,aug,12.9
1985,sep,11.83
1985,oct,7.09
1985,nov,-2.22
1985,dec,0.23
1986,jan,-3.64
1986,feb,-7.49
1986,mar,-0.15
1986,apr,1.62
1986,may,9.61
1986,jun,11.41
1986,jul,13.09
1986,aug,12.77
1986,sep,10.51
1986,oct,7.4
1986,nov,2.08
1986,dec,-1.86
1987,jan,-6.03
1987,feb,-2.26
1987,mar,-3.22
1987,apr,4.46
1987,may,5.11
1987,jun,9.5
1987,jul,13.56
1987,aug,13.1
1987,sep,12.95
1987,oct,7.29
1987,nov,1.46
1987,dec,0.32
1988,jan,-0.32
1988,feb,-2.74
1988,mar,-1.43
1988,apr,4.57
1988,may,9.06
1988,jun,10.58
1988,jul,13.66
1988,aug,13.78
1988,sep,10.0
1988,oct,7.68
1988,nov,0.22
1988,dec,-0.86
1989,jan,-0.66
1989,feb,0.1
1989,mar,3.31
1989,apr,2.54
1989,may,9.21
1989,jun,10.43
1989,jul,14.07
1989,aug,13.34
1989,sep,9.99
1989,oct,7.06
1989,nov,0.61
1989,dec,0.17
1990,jan,-1.67
1990,feb,2.1
1990,mar,2.76
1990,apr,2.51
1990,may,9.79
1990,jun,10.68
1990,jul,14.06
1990,aug,14.3
1990,sep,9.4
1990,oct,7.85
1990,nov,0.4
1990,dec,-3.79
1991,jan,-2.03
1991,feb,-4.57
1991,mar,3.08
1991,apr,2.38
1991,may,4.83
1991,jun,10.15
1991,jul,15.24
1991,aug,15.31
1991,sep,12.28
1991,oct,5.04
1991,nov,0.74
1991,dec,-2.71
1992,jan,-2.46
1992,feb,-1.44
1992,mar,1.33
1992,apr,3.65
1992,may,10.05
1992,jun,10.81
1992,jul,14.38
1992,aug,16.19
1992,sep,10.35
1992,oct,3.94
1992,nov,3.24
1992,dec,-1.35
1993,jan,-0.04
1993,feb,-2.68
1993,mar,-0.13
1993,apr,5.04
1993,may,9.56
1993,jun,12.09
1993,jul,12.41
1993,aug,13.84
1993,sep,8.84
1993,oct,4.77
1993,nov,-1.04
1993,dec,-0.5
1994,jan,-1.44
1994,feb,-1.94
1994,mar,4.33
1994,apr,2.42
1994,may,8.72
1994,jun,12.17
1994,jul,16.56
1994,aug,15.0
1994,sep,9.73
1994,oct,6.18
1994,nov,4.74
1994,dec,0.11
1995,jan,-3.8
1995,feb,0.64
1995,mar,-1.15
1995,apr,4.28
1995,may,8.05
1995,jun,9.86
1995,jul,16.08
1995,aug,13.0
1995,sep,7.63
1995,oct,9.4
1995,nov,0.68
1995,dec,-2.32
1996,jan,-1.27
1996,feb,-4.32
1996,mar,-1.1
1996,apr,4.62
1996,may,8.01
1996,jun,12.67
1996,jul,12.82
1996,aug,12.41
1996,sep,7.08
1996,oct,5.83
1996,nov,0.96
1996,dec,-2.22
1997,jan,-2.26
1997,feb,0.4
1997,mar,3.08
1997,apr,3.08
1997,may,8.8
1997,jun,11.13
1997,jul,12.23
1997,aug,14.97
1997,sep,11.98
1997,oct,6.04
1997,nov,1.76
1997,dec,-1.06
1998,jan,-1.65
1998,feb,1.01
1998,mar,0.95
1998,apr,3.38
1998,may,9.5
1998,jun,12.56
1998,jul,14.22
1998,aug,14.39
1998,sep,9.44
1998,oct,5.63
1998,nov,-1.85
1998,dec,-2.05
1999,jan,-1.46
1999,feb,-4.18
1999,mar,1.36
1999,apr,3.7
1999,may,10.37
1999,jun,10.79
1999,jul,14.32
1999,aug,13.76
1999,sep,12.23
1999,oct,6.46
1999,nov,-0.77
1999,dec,-2.12
2000,jan,-3.4
2000,feb,-0.41
2000,mar,1.29
2000,apr,4.96
2000,may,10.2
2000,jun,13.41
2000,jul,11.57
2000,aug,14.68
2000,sep,11.09
2000,oct,6.56
2000,nov,1.48
2000,dec,0.47
2001,jan,-2.06
2001,feb,-1.01
2001,mar,2.77
2001,apr,2.23
2001,may,10.54
2001,jun,10.78
2001,jul,14.12
2001,aug,15.01
2001,sep,7.17
2001,oct,9.63
2001,nov,0.12
2001,dec,-3.81
2002,jan,-1.91
2002,feb,0.95
2002,mar,2.49
2002,apr,4.23
2002,may,8.08
2002,jun,14.44
2002,jul,13.63
2002,aug,13.03
2002,sep,8.83
2002,oct,6.33
2002,nov,2.65
2002,dec,0.15
2003,jan,-3.79
2003,feb,-5.02
2003,mar,2.79
2003,apr,4.38
2003,may,10.02
2003,jun,17.34
2003,jul,15.39
2003,aug,17.89
2003,sep,10.55
2003,oct,3.47
2003,nov,2.9
2003,dec,-1.1
2004,jan,-3.0
2004,feb,-1.66
2004,mar,-0.04
2004,apr,4.32
2004,may,7.22
2004,jun,11.99
2004,jul,13.57
2004,aug,14.04
2004,sep,11.16
2004,oct,7.98
2004,nov,0.84
2004,dec,-1.69
2005,jan,-3.44
2005,feb,-5.88
2005,mar,0.67
2005,apr,4.44
2005,may,9.14
2005,jun,13.75
2005,jul,13.95
2005,aug,11.98
2005,sep,11.27
2005,oct,7.91
2005,nov,0.4
2005,dec,-4.3
2006,jan,-4.43
2006,feb,-3.38
2006,mar,-1.1
2006,apr,4.17
2006,may,8.57
2006,jun,13.27
2006,jul,17.69
2006,aug,10.47
2006,sep,13.15
2006,oct,9.27
2006,nov,3.71
2006,dec,0.02
2007,jan,0.39
2007,feb,0.96
2007,mar,1.31
2007,apr,8.96
2007,may,9.71
2007,jun,12.67
2007,jul,13.43
2007,aug,12.9
2007,sep,8.93
2007,oct,5.98
2007,nov,-0.08
2007,dec,-2.28
2008,jan,-0.18
2008,feb,0.3
2008,mar,-0.11
2008,apr,3.18
2008,may,10.09
2008,jun,12.85
2008,jul,13.76
2008,aug,13.73
2008,sep,8.81
2008,oct,6.59
2008,nov,0.95
2008,dec,-2.51
2009,jan,-4.44
2009,feb,-3.42
2009,mar,0.01
2009,apr,6.31
2009,may,10.83
2009,jun,11.98
2009,jul,14.38
2009,aug,15.72
2009,sep,11.72
2009,oct,6.07
2009,nov,3.39
2009,dec,-2.88
2010,jan,-5.16
2010,feb,-3.33
2010,mar,-0.12
2010,apr,5.12
2010,may,7.07
2010,jun,12.33
2010,jul,15.85
2010,aug,12.89
2010,sep,9.33
2010,oct,5.49
2010,nov,1.04
2010,dec,-4.28
2011,jan,-2.43
2011,feb,-0.52
2011,mar,2.31
2011,apr,7.61
2011,may,10.59
2011,jun,12.32
2011,jul,12.07
2011,aug,15.2
2011,sep,12.64
2011,oct,6.52
2011,nov,3.68
2011,dec,-0.52
2012,jan,-1.82
2012,feb,-6.48
2012,mar,3.72
2012,apr,4.08
2012,may,9.41
2012,jun,13.29
2012,jul,13.98
2012,aug,15.54
2012,sep,10.66
2012,oct,6.84
2012,nov,2.73
2012,dec,-2.19
2013,jan,-2.68
2013,feb,-5.34
2013,mar,-0.77
2013,apr,4.87
2013,may,6.23
2013,jun,11.5
2013,jul,15.99
2013,aug,14.42
2013,sep,10.96
2013,oct,7.95
2013,nov,0.52
2013,dec,-0.41
2014,jan,-0.63
2014,feb,-0.43
2014,mar,2.79
2014,apr,6.12
2014,may,7.7
2014,jun,13.14
2014,jul,13.33
2014,aug,12.1
2014,sep,11.19
2014,oct,8.78
2014,nov,4.34
2014,dec,-0.34
2015,jan,-1.65
2015,feb,-3.22
2015,mar,2.02
2015,apr,5.32
2015,may,9.26
2015,jun,13.59
2015,jul,17.76
2015,aug,15.56
2015,sep,9.06
2015,oct,5.88
2015,nov,4.21
2015,dec,2.26
2016,jan,-1.1
2016,feb,-0.19
2016,mar,0.14
2016,apr,4.57
2016,may,7.88
2016,jun,11.97
2016,jul,15.09
2016,aug,14.8
2016,sep,12.54
2016,oct,5.38
2016,nov,1.82
2016,dec,-0.11
2017,jan,-5.15
2017,feb,0.46
2017,mar,4.11
2017,apr,4.42
2017,may,9.8
2017,jun,15.18
2017,jul,15.05
2017,aug,15.45
2017,sep,8.65
2017,oct,7.78
2017,nov,0.88
2017,dec,-2.43
2018,jan,0.48
2018,feb,-5.21
2018,mar,-0.21
2018,apr,7.81
2018,may,10.43
2018,jun,13.81
2018,jul,16.24
2018,aug,15.89
2018,sep,12.56
2018,oct,8.04
2018,nov,2.79
2018,dec,-0.11
2019,jan,-4.37
2019,feb,0.73
2019,mar,2.27
2019,apr,4.49
2019,may,6.08
2019,jun,15.25
2019,jul,16.21
